package_name,label,timestamp,reflection_invoke_count,dex_class_loader_count,runtime_exec_count,dynamic_class_load_count,getPackageInfo_count,sendTextMessage_count,getDeviceId_count,getSubscriberId_count,cipher_init_count,cipher_aes_count,cipher_des_count,secret_key_gen_count,base64_encode_count,system_exit_attempt,debugger_check_count,emulator_check_count,root_check_count,sleep_call_count,stack_trace_inspect_count,secure_random_count,verify_attempt_count,string_decrypt_count,native_lib_load_count,implicit_intent_count,startActivity_count,sendBroadcast_count,bindService_count,content_resolver_query_count,content_resolver_insert_count,file_write_count,file_read_sensitive_count,shared_prefs_write_count,openFileOutput_count,deleteFile_count,getExternalStorageDirectory_count,socket_create_count,url_connection_count,ssl_bypass_attempt,dns_lookup_count,setRequestProperty_count,alarm_manager_set_count,job_scheduler_count,register_receiver_count,requestPermission_count,setComponentEnabled_count,thread_create_count,process_list_query_count,memory_alloc_large_count,class_loader_parent_count,native_method_register_count,accessibility_query_count,overlay_window_count,clipboard_read_count,clipboard_write_count,network_score,anti_analysis_score,persistence_score,stealth_score,exfil_score,privilege_score,surveillance_score,dynamic_exec_score,crypto_to_network_ratio,write_to_read_ratio,anti_to_total_ratio,reflection_to_exec_ratio,network_to_activity_ratio,has_crypto_and_network,has_exfil_pattern,has_evasion_pattern,has_persistence_pattern,has_privilege_escalation,has_sms_exfil,has_full_spy_pattern,network_score_per_sec,anti_analysis_score_per_sec,stealth_score_per_sec,dynamic_exec_score_per_sec,reflection_rate,network_events_rate,file_write_rate,crypto_rate,anti_analysis_rate,dynamic_load_rate,log1p_reflection_invoke,log1p_dns_lookup,log1p_shared_prefs_write,log1p_file_read_sensitive,log1p_stack_trace_inspect,log1p_file_write,first_network_ms,first_crypto_ms,first_anti_analysis_ms,first_file_write_ms,first_reflection_ms,first_exec_ms,first_sms_ms,first_dynamic_load_ms,burst_peak_count,session_duration_ms,early_network_flag,early_anti_analysis_flag,crypto_before_network,rapid_burst_flag,early_exec_flag,early_file_write_flag,early_crypto_flag,delta_exec_after_reflection,delta_network_after_file,delta_network_after_crypto,delta_reflection_after_dex,session_anomaly_flag,seq_reflect_before_exec,seq_crypto_before_network,seq_root_check_before_exit,seq_dex_then_reflect,seq_anti_before_payload,seq_file_then_network,seq_contact_then_sms,seq_triple_chain_count,seq_max_chain_length,seq_alternating_crypto_net,seq_reflect_exec_count,seq_dex_reflect_count,seq_file_network_count,seq_crypto_network_count,seq_anti_exec_count,seq_first_reflect_exec_ms,seq_first_dex_reflect_ms,seq_first_file_network_ms,seq_first_crypto_network_ms,seq_first_anti_exec_ms,seq_surveil_before_network,seq_persist_before_exec,seq_clipboard_before_network,seq_overlay_before_network,seq_surveil_network_count,seq_clipboard_network_count,seq_first_surveil_network_ms,seq_first_clipboard_network_ms
com.gof.global,benign,2026-03-12 10:47:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,0,1202,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.jmsoft.chungju.estate,benign,2026-03-12 10:47:33,32,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,14,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,56,4,0,2,32,0.0,0.0,0.0115,32.0,4.0,0,0,1,0,0,0,0,0.0821,0.0205,1.1489,0.6565,0.6565,0.0821,0.0,0.0,0.0,0.4924,3.4965,0.0,1.3863,0.0,0.0,0.0,7306,-1,-1,-1,886,-1,-1,1790,56,48742,0,0,0,1,0,0,0,-1,-1,-1,-904,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.ft.news,benign,2026-03-12 10:48:08,26,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,34,5,0,6,26,0.0,0.0,0.0164,26.0,5.0,0,0,1,0,0,0,0,0.1043,0.0209,0.7093,0.5424,0.5424,0.1043,0.0,0.0,0.0,0.1669,3.2958,0.0,0.6931,0.0,0.0,0.0,1546,-1,-1,-1,468,-1,-1,614,31,47936,1,0,0,1,0,0,0,-1,-1,-1,-146,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.car_wallpapers_collection.KTM_RC_200_Wallpapers,benign,2026-03-12 10:48:13,91,0,0,1,71,0,0,0,0,0,0,0,4,0,0,0,24,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,8,0,0,18,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,18,25,1,92,22,4,71,91,0.0,0.0,0.1101,91.0,18.0,0,1,1,0,0,0,0,1.4451,2.0071,7.386,7.3057,7.3057,1.4451,0.0,0.0,1.9268,0.0803,4.5218,0.0,1.0986,0.0,0.6931,0.0,428,-1,744,-1,306,-1,-1,660,227,12456,1,1,0,1,0,0,0,-1,-1,-1,-354,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.pick6fan.stormpick6,benign,2026-03-12 10:48:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,0,1351,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.globalpayments.atom,benign,2026-03-12 10:48:17,26,0,0,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,810,0,465,0,0,1,0,0,0,0,0,2,0,1,3,0,0,0,0,304,0,0,0,1,0,3,53,1,1,12,26,0.0,0.0,0.0,26.0,1.0,0,0,0,1,0,0,0,0.0792,0.0,4.1984,2.0596,2.0596,0.0792,0.0,0.0,0.0,2.1388,3.2958,0.0,6.6983,0.0,0.0,0.0,3167,-1,-1,-1,3104,-1,-1,3086,1663,12624,1,0,0,1,0,0,0,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.inhandhealth.fyzicalpt.patient,benign,2026-03-12 10:48:55,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0.0,0.0,2.001,2.001,2.001,0.0,0.0,0.0,0.0,0.0,1.6094,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,655,-1,-1,-1,5,1999,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.zhichengcloud.energo,benign,2026-03-12 10:49:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,1,1777,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.snooze.app,benign,2026-03-12 10:49:17,20,0,0,22,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,4,0,1,20,0.0,0.0,0.0,20.0,1.0,0,1,0,0,0,0,0,0.4468,0.0,18.7668,8.9366,8.9366,0.4468,0.0,0.0,0.0,9.8302,3.0445,0.0,0.6931,0.0,0.0,0.0,1188,-1,-1,-1,554,-1,-1,797,57,2238,1,0,0,1,0,0,0,-1,-1,-1,-243,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.xerintel.wakeup93187,benign,2026-03-12 10:49:47,23,0,0,19,4,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,0,0,0,3,4,0,42,5,0,4,23,0.0,0.0,0.0026,23.0,3.0,0,1,1,0,0,0,0,0.064,0.0853,0.8958,0.4906,0.4906,0.064,0.0,0.0,0.0,0.4053,3.1781,0.0,0.6931,0.0,0.0,0.0,6920,-1,3832,-1,467,-1,-1,465,376,46883,0,1,0,1,0,0,0,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
net.rd.android.membercentric.snisonline,benign,2026-03-12 10:49:53,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0.0,0.0,0.1429,1.0,0.0,0,0,1,0,0,0,0,0.0,0.0211,0.0211,0.0211,0.0211,0.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.6931,0.0,0.0,0.0,-1,-1,-1,-1,4569,-1,-1,-1,5,47304,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.mobeasyapp.app694467752084,benign,2026-03-12 10:50:05,48,0,0,1,36,0,0,0,0,0,0,0,3,0,0,0,16,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,17,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,17,17,1,49,20,3,36,48,0.0,0.0,0.1269,48.0,17.0,0,1,1,0,0,0,0,11.0677,11.0677,31.901,31.25,31.25,11.0677,0.0,0.0,10.4167,0.651,3.8918,0.0,1.0986,0.0,0.6931,0.0,898,-1,979,-1,193,-1,-1,939,134,1536,1,1,0,1,0,0,0,-1,-1,-1,-746,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.csa.utilitynexus.natchezTraceEPA,benign,2026-03-12 10:50:13,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,1,0,1826,0,0,0,1826,0.0,0.0,0.0005,1826.0,0.0,0,0,1,0,0,0,0,0.0,0.0342,62.4936,62.4936,62.4936,0.0,0.0,0.0,0.0,0.0,7.5104,0.0,1.7918,0.0,0.0,0.0,-1,-1,-1,-1,1379,-1,-1,-1,1848,29219,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.abdulqaderqawza.songs,benign,2026-03-12 10:50:43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0.0,0.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0.0,0.0,3.3784,3.3784,3.3784,0.0,0.0,0.0,0.0,0.0,2.3026,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,922,-1,-1,-1,10,2664,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.measurement.tools,benign,2026-03-12 10:50:53,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,1,1,0,10,1,0,2,8,0.0,0.0,0.0041,8.0,1.0,0,0,1,0,0,0,0,0.021,0.021,0.2098,0.1678,0.1678,0.021,0.0,0.0,0.0,0.042,2.1972,0.0,0.0,0.0,0.0,0.0,2220,-1,-1,-1,330,-1,-1,380,90,47664,1,0,0,1,0,0,0,-1,-1,-1,-50,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
volumebooster.soundspeaker.boosterx,benign,2026-03-12 10:50:55,85,0,0,57,29,0,0,0,0,0,0,0,15,2,4,0,0,1,119,0,0,0,6,29,0,0,3,0,0,0,0,7,11,33,0,0,13,0,0,0,0,0,2,0,0,5,8,0,2,0,132,0,0,0,13,126,2,148,28,8,29,91,0.0,0.0,0.2238,85.0,13.0,0,1,1,0,0,0,0,0.617,5.9806,7.0249,4.3193,4.0346,0.617,0.0,0.0,0.1899,2.7055,4.4543,0.0,2.0794,0.0,4.7875,0.0,1009,-1,10715,-1,202,-1,-1,578,289,21068,1,0,0,1,0,0,0,-1,-1,-1,-376,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.pomoroom.pomoroom,benign,2026-03-12 10:50:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,2,6691,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
app.schooldismissalmanager.com,benign,2026-03-12 10:51:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,0,3978,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
org.cocos2d.dragon1,benign,2026-03-12 10:52:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,0,4219,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
