package_name,label,timestamp,reflection_invoke_count,dex_class_loader_count,runtime_exec_count,dynamic_class_load_count,getPackageInfo_count,sendTextMessage_count,getDeviceId_count,getSubscriberId_count,cipher_init_count,cipher_aes_count,cipher_des_count,secret_key_gen_count,base64_encode_count,system_exit_attempt,debugger_check_count,emulator_check_count,root_check_count,sleep_call_count,stack_trace_inspect_count,secure_random_count,verify_attempt_count,string_decrypt_count,native_lib_load_count,implicit_intent_count,startActivity_count,sendBroadcast_count,bindService_count,content_resolver_query_count,content_resolver_insert_count,file_write_count,file_read_sensitive_count,shared_prefs_write_count,openFileOutput_count,deleteFile_count,getExternalStorageDirectory_count,socket_create_count,url_connection_count,ssl_bypass_attempt,dns_lookup_count,setRequestProperty_count,alarm_manager_set_count,job_scheduler_count,register_receiver_count,requestPermission_count,setComponentEnabled_count,thread_create_count,process_list_query_count,memory_alloc_large_count,class_loader_parent_count,native_method_register_count,accessibility_query_count,overlay_window_count,clipboard_read_count,clipboard_write_count,http_get_count,http_post_count,websocket_count,ssl_bypass_count,aes_encrypt_count,rsa_count,hash_md5_count,hash_sha_count,base64_enc_count,base64_dec_count,location_gps_count,location_net_count,camera_open_count,mic_record_count,sms_read_count,call_log_count,file_delete_count,pkg_install_count,pkg_enum_count,notif_listen_count,screen_capture_count,input_inject_count,acc_action_count,acc_window_count,foreground_service_count,network_score,anti_analysis_score,persistence_score,stealth_score,exfil_score,privilege_score,surveillance_score,dynamic_exec_score,crypto_to_network_ratio,write_to_read_ratio,anti_to_total_ratio,reflection_to_exec_ratio,network_to_activity_ratio,has_crypto_and_network,has_exfil_pattern,has_evasion_pattern,has_persistence_pattern,has_privilege_escalation,has_sms_exfil,has_full_spy_pattern,network_score_per_sec,anti_analysis_score_per_sec,stealth_score_per_sec,dynamic_exec_score_per_sec,reflection_rate,network_events_rate,file_write_rate,crypto_rate,anti_analysis_rate,dynamic_load_rate,log1p_reflection_invoke,log1p_dns_lookup,log1p_shared_prefs_write,log1p_file_read_sensitive,log1p_stack_trace_inspect,log1p_file_write,first_network_ms,first_crypto_ms,first_anti_analysis_ms,first_file_write_ms,first_reflection_ms,first_exec_ms,first_sms_ms,first_dynamic_load_ms,burst_peak_count,session_duration_ms,early_network_flag,early_anti_analysis_flag,crypto_before_network,rapid_burst_flag,early_exec_flag,early_file_write_flag,early_crypto_flag,delta_exec_after_reflection,delta_network_after_file,delta_network_after_crypto,delta_reflection_after_dex,session_anomaly_flag,seq_reflect_before_exec,seq_crypto_before_network,seq_root_check_before_exit,seq_dex_then_reflect,seq_anti_before_payload,seq_file_then_network,seq_contact_then_sms,seq_triple_chain_count,seq_max_chain_length,seq_alternating_crypto_net,seq_reflect_exec_count,seq_dex_reflect_count,seq_file_network_count,seq_crypto_network_count,seq_anti_exec_count,seq_first_reflect_exec_ms,seq_first_dex_reflect_ms,seq_first_file_network_ms,seq_first_crypto_network_ms,seq_first_anti_exec_ms,seq_surveil_before_network,seq_persist_before_exec,seq_clipboard_before_network,seq_overlay_before_network,seq_surveil_network_count,seq_clipboard_network_count,seq_first_surveil_network_ms,seq_first_clipboard_network_ms
org.prowl.torquefree,malware,2026-05-09 20:17:11,82,0,0,808,3,0,0,0,2,2,0,0,0,0,0,0,0,7,0,2,0,0,0,8,1,2,0,0,0,17,17,19,0,17,2,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,130,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,0,2,7,1,890,21,0,3,82,1.0,1.0,0.0061,82.0,2.0,1,0,1,0,0,0,0,0.0164,0.0575,7.3087,0.6734,0.6734,0.0164,0.1396,0.0164,0.0,6.6354,4.4188,0.6931,2.9957,2.8904,0.0,2.8904,12559,14862,-1,1432,209,-1,-1,128,997,121772,0,0,0,1,0,1,0,-1,11127,-2303,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.wolf.jackpot.slots,malware,2026-05-09 20:19:09,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,1,0,1,2,0,295,295,0,295,0,1,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,885,2,3,0,886,0,3,0,0.0,1.0,0.0022,0.0,885.0,0,0,0,1,0,0,0,7.2827,0.0165,0.0,0.0,0.0,7.2827,0.0082,0.0,0.0,0.0,0.0,5.6904,0.0,0.6931,0.0,0.6931,979,-1,2121,1700,-1,-1,-1,-1,79,121521,1,1,0,1,0,1,0,-1,-721,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
pacyefr.peasced.pefaych.peualie,malware,2026-05-09 20:19:51,181,0,0,1,4,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,7,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,182,1,7,7,181,0.0,1.0,0.0047,181.0,0.0,0,0,1,0,0,0,0,0.0,0.0165,1.4978,1.4896,1.4896,0.0,0.0082,0.0,0.0,0.0082,5.204,0.0,0.0,0.0,0.0,0.6931,-1,-1,7697,7685,107,-1,-1,7688,258,121511,0,0,0,1,0,0,0,-1,-1,-1,-7581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.anniezc.uqchprbksymxg,malware,2026-05-09 20:20:26,24,3,0,46,15,0,10,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,54,53,30,0,18,21,5,3,0,39,0,3,0,2,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,3,0,0,0,0,0,0,47,2,5,73,101,0,34,27,0.0,1.0189,0.0047,24.0,47.0,0,0,1,1,0,0,0,0.3872,0.0165,0.6013,0.2224,0.1977,0.3872,0.4448,0.0,0.0,0.3789,3.2189,3.6889,3.434,3.989,0.0,4.0073,1011,-1,-1,488,3181,-1,-1,515,312,121395,1,0,0,1,0,1,0,-1,523,-1,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
ogr.rekindle.relax.relegate,malware,2026-05-09 20:20:43,242,1,0,1,3,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,2,2,1,0,1,2,4,0,0,10,0,0,0,4,0,0,1,4,0,4,0,178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,3,4,244,16,4,10,243,0.0,1.0,0.0063,242.0,14.0,0,0,1,0,0,0,0,1.0912,0.2338,19.0179,18.94,18.862,1.0912,0.1559,0.0,0.0,0.0779,5.4931,2.3979,0.6931,1.0986,1.3863,1.0986,303,-1,-1,2641,298,-1,-1,1046,331,12830,1,0,0,1,0,1,0,-1,-2338,-1,-748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.ikedvikwdvukwsvukwsvuj,malware,2026-05-09 20:23:48,15,2,0,14,9,0,7,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,3,3,13,0,3,0,4,2,0,11,0,1,0,1,0,0,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,17,2,2,31,20,0,19,17,0.0,1.0,0.0134,15.0,17.0,0,0,1,1,0,0,0,0.1394,0.0164,0.2542,0.1394,0.123,0.1394,0.0246,0.0,0.0,0.1148,2.7726,2.4849,2.6391,1.3863,0.0,1.3863,213,-1,-1,4835,398,-1,-1,393,112,121973,1,0,0,1,0,1,0,-1,-4622,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.iflytek.ringdiyclient.phonerings,malware,2026-05-09 20:24:09,69,1,2,42,7,0,17,1,10,0,0,0,0,0,0,0,10,9,0,0,0,0,3,45,3,11,1,6,0,29,29,8,7,27,38,42,28,0,72,0,1,0,5,0,0,17,9,0,2,0,184,0,0,0,0,0,0,0,0,0,41,12,0,8,0,0,0,0,0,0,27,0,4,0,0,0,0,0,0,142,19,6,115,181,9,31,75,0.0704,1.0,0.023,34.5,47.3333,1,0,1,1,1,0,0,1.1637,0.1557,0.9424,0.6146,0.5655,1.1637,0.2377,0.082,0.082,0.3442,4.2485,4.2905,2.1972,3.4012,0.0,3.4012,243,9626,9654,1662,607,21869,-1,1009,226,122024,1,0,0,1,0,1,0,21262,-1419,-9383,-402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.fallentreegames.kkfsefw34fsdfdfw,malware,2026-05-09 20:24:32,3,0,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,1,0,0,0,0,3,3,1,3,3,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,13,5,0,4,17,0,5,3,0.0769,1.0,0.0617,3.0,13.0,1,0,1,0,0,0,0,0.1065,0.0409,0.0328,0.0246,0.0246,0.1065,0.0246,0.0082,0.0,0.0082,1.3863,1.9459,0.6931,1.3863,0.0,1.3863,216,99626,-1,99598,424,-1,-1,424,36,122113,1,0,0,1,0,0,0,-1,-99382,-99410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.cnvcs.xiangqi,malware,2026-05-09 20:28:24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,27,121690,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
cc.taosha.toolbox.shareit,malware,2026-05-09 20:28:38,14,2,0,0,10,0,4,4,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,13,1,1,0,0,0,19,19,13,0,18,4,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,187,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,4,3,0,17,25,0,18,17,0.5,1.0,0.0086,14.0,4.0,1,0,1,0,0,0,0,0.0329,0.0247,0.1399,0.1399,0.1152,0.0329,0.1564,0.0165,0.0,0.0,2.7081,1.6094,2.6391,2.9957,0.0,2.9957,19377,19303,19465,446,203,-1,-1,19314,227,121520,0,0,1,1,0,1,0,-1,18931,74,-19111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.choiceofgames.vampire,malware,2026-05-09 20:29:29,6,2,0,4,27,0,2,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,10,0,0,5,0,0,11,11,6,1,13,0,3,0,12,9,0,0,0,1,0,0,0,0,0,2,0,88,0,0,0,0,0,0,12,0,0,16,24,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,7,1,12,23,0,29,8,0.0,1.0,0.024,6.0,12.0,0,0,1,0,0,0,0,0.0987,0.0576,0.0987,0.0658,0.0494,0.0987,0.0905,0.0,0.0,0.0329,1.9459,2.3026,1.9459,2.4849,1.7918,2.4849,461,-1,-1,427,473,-1,-1,15996,160,121523,1,0,0,1,0,1,0,-1,34,-1,-15523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
org.zest.zoologist.zygote,malware,2026-05-09 20:31:49,0,1,0,0,0,0,3,64,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,7,0,1,0,0,0,2,2,1,0,1,2,7,61,0,71,0,0,0,5,0,0,61,0,0,4,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,139,8,5,1,141,0,67,1,0.0,1.0,0.0244,0.0,139.0,0,0,1,0,0,0,0,1.1431,0.0658,0.0082,0.0082,0.0,1.1431,0.0164,0.0,0.0,0.0,0.0,4.2767,0.6931,1.0986,0.0,1.0986,188,-1,30463,30350,-1,-1,-1,30363,98,121598,1,0,0,1,0,0,0,-1,-30162,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.clubyy.zba,malware,2026-05-09 20:32:36,20,1,25,3,45,0,20,18,26,26,0,0,5,2,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,28,33,3,0,29,13,39,36,0,48,0,0,0,2,0,0,15,0,0,3,0,383,0,0,0,0,0,0,0,5,0,9,0,5,42,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,123,4,2,24,182,0,83,46,0.2114,0.8485,0.0043,0.8,123.0,1,1,1,0,0,0,0,0.9838,0.032,0.192,0.3679,0.16,0.9838,0.224,0.208,0.016,0.024,3.0445,3.8918,1.3863,3.5264,0.0,3.3673,340,475,1123,410,799,423,-1,798,588,125022,1,1,0,1,1,1,1,-376,-70,-135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.leo.appmaster,malware,2026-05-09 20:32:58,9,0,6,16,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,1,2,1,4,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,2,2,25,8,1,4,15,0.0,1.0,0.0317,1.5,6.0,0,0,1,0,0,0,0,0.202,0.0673,0.8418,0.5051,0.3031,0.202,0.0673,0.0,0.0,0.5388,2.3026,1.0986,0.0,1.0986,0.0,1.0986,970,-1,405,2577,908,3718,-1,400,48,29697,1,1,0,1,1,1,0,2810,-1607,-1,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
com.locker.maboo.tow,malware,2026-05-09 20:34:11,2,0,4,0,9,0,1,1,7,7,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,14,15,5,1,16,4,8,8,0,8,0,0,0,0,0,0,5,1,0,0,0,113,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,24,3,0,2,45,1,11,6,0.2917,0.9333,0.0115,0.5,24.0,1,0,1,0,0,0,0,0.1963,0.0245,0.0164,0.0491,0.0164,0.1963,0.1145,0.0572,0.0,0.0,1.0986,2.1972,1.7918,2.7726,0.0,2.7081,174,502,65137,455,111,473,-1,-1,195,122283,1,0,0,1,1,1,1,362,-281,-328,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1
